dataset,seed,method,model,val_score,test_accuracy,test_f1,test_auc,time
adult,7,AMSCO,logistic_regression,0.8114042302470376,0.8059166751970519,0.6756756756756757,0.9047307081436643,68.70651602745056
adult,7,AMSCO,random_forest,0.8289609983622748,0.8314054662708568,0.7037236913113869,0.9163342960540652,471.0341966152191
adult,7,Optuna (TPE),logistic_regression,0.8114298155074122,0.8058143105742656,0.6754491017964072,0.9047297296519482,21.92449641227722
adult,7,Optuna (TPE),random_forest,0.8320834285165937,0.8361142389190296,0.7059687786960515,0.9155299183051511,727.6203098297119
