dataset,seed,method,model,val_score,test_accuracy,test_f1,test_auc,time
telco,2,AMSCO,logistic_regression,0.7951741604820166,0.7977288857345636,0.6111869031377899,0.8480482575111732,30.78187584877014
telco,2,AMSCO,random_forest,0.740151709768779,0.7473385379701917,0.6352459016393442,0.8430261696246351,235.48388004302979
telco,2,Optuna (TPE),logistic_regression,0.7951741604820166,0.7977288857345636,0.6111869031377899,0.8480766746751403,21.083876132965088
telco,2,Optuna (TPE),random_forest,0.7413941033977883,0.751596877217885,0.6384297520661157,0.8405810018341988,228.12686848640442
