dataset,seed,method,model,nested_accuracy,nested_f1,nested_auc,avg_trials_to_95,refit_val_score,test_accuracy,test_f1,test_auc,time
breast_cancer,9,AMSCO,logistic_regression,0.9670329670329669,0.973780803742418,0.991640866873065,2.8,0.9736263736263737,0.9912280701754386,0.993006993006993,1.0,11.065672874450684
breast_cancer,9,AMSCO,random_forest,0.9582417582417582,0.9668331414171814,0.9889060887512899,1.6,0.9670329670329669,0.9649122807017544,0.9722222222222222,0.998015873015873,126.6004388332367
breast_cancer,9,Optuna (TPE),logistic_regression,0.9670329670329672,0.973750548725539,0.9925696594427246,1.0,0.9736263736263737,0.9912280701754386,0.993006993006993,1.0,22.40863037109375
breast_cancer,9,Optuna (TPE),random_forest,0.9604395604395604,0.9686341040006312,0.9877708978328175,4.0,0.9670329670329669,0.9649122807017544,0.9722222222222222,0.998015873015873,243.16348218917847
