dataset,seed,method,model,val_score,test_accuracy,test_f1,test_auc,time
adult,8,AMSCO,logistic_regression,0.8094593672691748,0.8063261336881974,0.6779026217228464,0.9046313624553188,59.95560359954834
adult,8,AMSCO,random_forest,0.8310600344772192,0.8279250690961204,0.696625157913734,0.9143017097473547,693.4307997226715
adult,8,Optuna (TPE),logistic_regression,0.809433772183431,0.8064284983109837,0.6780180486974289,0.9046294630302231,31.043463230133057
adult,8,Optuna (TPE),random_forest,0.8330306693974642,0.8292558091923431,0.6957314848595403,0.9132679332493672,650.4767818450928
