dataset,seed,method,model,val_score,test_accuracy,test_f1,test_auc,time
adult,5,AMSCO,logistic_regression,0.8117627121031022,0.8025386426451019,0.6702000341938793,0.9000811457424273,70.54695987701416
adult,5,AMSCO,random_forest,0.8331331152428969,0.8254683181492476,0.6919602529358627,0.9109073219844409,769.3633346557617
adult,5,Optuna (TPE),logistic_regression,0.8117627121031022,0.8021291841539564,0.669742012643089,0.9000458624823139,32.95198917388916
adult,5,Optuna (TPE),random_forest,0.8345663123147407,0.8287439860784113,0.6964253311558701,0.9112764435947299,879.6769688129425
