dataset,seed,method,model,nested_accuracy,nested_f1,nested_auc,avg_trials_to_95,refit_val_score,test_accuracy,test_f1,test_auc,time
telco,8,AMSCO,logistic_regression,0.7946387791350998,0.6198980549912977,0.8458033021297766,3.6,0.7974781757633164,0.7877927608232789,0.6081258191349934,0.8277661525743366,28.477498292922974
telco,8,AMSCO,random_forest,0.7433465037880161,0.6250695452992445,0.8331727493157194,11.2,0.7509764366013607,0.7040454222853088,0.5825825825825826,0.8108308145392543,250.82860255241394
telco,8,Optuna (TPE),logistic_regression,0.7955260905814174,0.617858079678444,0.845530270763537,2.0,0.7974781757633164,0.7877927608232789,0.6081258191349934,0.827745485545997,54.67335271835327
telco,8,Optuna (TPE),random_forest,0.7465387761406209,0.6263962759966971,0.8348664556655496,11.8,0.7513313611798879,0.7104329311568488,0.5895372233400402,0.812081169753804,418.46878719329834
