dataset,seed,method,model,nested_accuracy,nested_f1,nested_auc,avg_trials_to_95,refit_val_score,test_accuracy,test_f1,test_auc,time
credit,7,AMSCO,logistic_regression,0.9776205115607418,0.4405835583901688,0.978851923076923,1.0,0.9776700257034084,0.9777183600713012,0.44168734491315137,0.9866132653061225,86.66506266593933
credit,7,AMSCO,random_forest,0.9978462160049186,0.8835868577667458,0.9791288806394028,1.0,0.9978957240184595,0.997722321251733,0.882051282051282,0.9849913265306123,879.790513753891
credit,7,Optuna (TPE),logistic_regression,0.9776947781778974,0.44142213131690006,0.9788204195066535,1.0,0.9776947812424602,0.977619330560507,0.4405940594059406,0.986554081632653,86.56674456596375
credit,7,Optuna (TPE),random_forest,0.9978462160049186,0.884401930722315,0.982378541869523,1.0,0.9979947492392298,0.9976232917409388,0.875,0.9896,1429.968558549881
