seed,dataset,model,optimizer,history,raw_f1_history,raw_auc_history,raw_f1_trials,raw_auc_trials,cumulative_time,trial_durations
1,breast_cancer,random_forest,Optuna (TPE),"[0.1106384447100055, 0.3061273831480181, 0.6615899099383943, 0.6615899099383943, 0.6615899099383943, 0.6615899099383943, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.7603394438792613, 0.8339541350872018, 0.8339541350872018, 0.8339541350872018, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.8703516589624085, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057, 0.9861665950532057]","[0.9659559058451777, 0.9692343802649648, 0.972092246247732, 0.972092246247732, 0.972092246247732, 0.972092246247732, 0.972092246247732, 0.972092246247732, 0.972092246247732, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9721860980164607, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9734320960220242, 0.9736660569064914, 0.9736660569064914, 0.9736660569064914, 0.9736660569064914, 0.9736660569064914]","[0.9893504220846179, 0.9893504220846179, 0.991471070176442, 0.991471070176442, 0.991471070176442, 0.991471070176442, 0.991809188464118, 0.991809188464118, 0.991809188464118, 0.991809188464118, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9921414143777394, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143]","[0.9659559058451777, 0.9692343802649648, 0.972092246247732, 0.9704407194951902, 0.964741762278087, 0.9659480118920628, 0.970595508149465, 0.9705896922838452, 0.9674159518880016, 0.9721860980164607, 0.9663410496092922, 0.9678076620203443, 0.9651970265881588, 0.9634285566090212, 0.9652413460487995, 0.9664313717482141, 0.9666297764610838, 0.9691302883783981, 0.9678196640435717, 0.9678697502427613, 0.9678571962978527, 0.9679117539069109, 0.9692715052666623, 0.9677700976970657, 0.9705896922838452, 0.9664103463373144, 0.9644902195475709, 0.9677555949916199, 0.9664103463373144, 0.9675620475084441, 0.9706246844618599, 0.9648761277365525, 0.9734320960220242, 0.9693711578123579, 0.9706937841704117, 0.9677607410289836, 0.9651283688914873, 0.9662217211681179, 0.9677539981062679, 0.9692545119808826, 0.9645806810488168, 0.9693711578123579, 0.9706937841704117, 0.9676575428373988, 0.9705973289015427, 0.9651267403065964, 0.9649297916506289, 0.9677607410289836, 0.9736660569064914, 0.9678571962978527, 0.9706937841704117, 0.9735087243745145, 0.9735098707688048]","[0.9893504220846179, 0.9888886722574899, 0.991471070176442, 0.9908159551624995, 0.9900457872125085, 0.9906961796619511, 0.991809188464118, 0.9884472641187347, 0.9906253845207333, 0.9909655824698405, 0.9921414143777394, 0.9912158567251919, 0.9907766365635673, 0.9907494709861234, 0.9908200061696621, 0.9911450399208344, 0.9908137888485088, 0.9918095134112166, 0.9895188746605387, 0.9929902845150143, 0.9916731872717788, 0.9920662432822602, 0.9927276189436359, 0.9927984357479935, 0.9884890523156162, 0.9926621096085558, 0.9899396811532416, 0.9914735181112514, 0.9927925000476587, 0.9898473745140958, 0.9892839595713816, 0.9916117289438613, 0.9922681004199184, 0.9921305178183658, 0.9920650084832856, 0.9910773209454835, 0.9905829247665148, 0.9898473745140958, 0.9884488238648081, 0.9912751054128389, 0.9905639261928159, 0.9921305178183658, 0.9921311460494232, 0.9920032252082696, 0.9917377434287031, 0.989807059410728, 0.9922602800264118, 0.9920687345433497, 0.9913636426656408, 0.9918066755398888, 0.988348371885057, 0.9908674701091996, 0.9911001863896558]","[7.263857637997717, 11.416247424203902, 22.88363097142428, 30.539284110534936, 38.440701234620064, 47.75299307331443, 54.195095943287015, 58.08930806024, 66.81949862418696, 76.1028985818848, 81.94450116390362, 94.21608787588775, 107.03220223775133, 117.979861269705, 124.05756888072938, 134.74639045773074, 140.5821998217143, 151.47478580800816, 161.55818660277873, 166.18744750507176, 170.93164995824918, 177.6590148252435, 182.35692618554458, 187.50327159557492, 192.45560409175232, 197.34692792547867, 201.06961707863957, 206.26547114970163, 210.6920899823308, 218.05893240869045, 223.58404181245714, 230.18340729456395, 236.67152810655534, 241.1622376255691, 245.4098829505965, 249.4989556306973, 256.50751696899533, 264.63496575597674, 268.25339193688706, 272.6795524340123, 279.9881654926576, 284.48750648181885, 288.8744805473834, 295.06976399663836, 300.6038512256928, 304.6951124337502, 308.3509333138354, 313.90530019486323, 322.68940090201795, 327.3779809521511, 331.4599259509705, 341.44699177565053, 350.05490087298676]","[7.263857637997717, 4.152389786206186, 11.46738354722038, 7.655653139110655, 7.901417124085128, 9.312291838694364, 6.442102869972587, 3.8942121169529855, 8.730190563946962, 9.283399957697839, 5.841602582018822, 12.271586711984128, 12.816114361863583, 10.947659031953663, 6.07770761102438, 10.688821577001363, 5.8358093639835715, 10.892585986293852, 10.083400794770569, 4.6292609022930264, 4.744202453177422, 6.727364866994321, 4.697911360301077, 5.146345410030335, 4.952332496177405, 4.8913238337263465, 3.7226891531609, 5.195854071062058, 4.426618832629174, 7.3668424263596535, 5.525109403766692, 6.599365482106805, 6.488120811991394, 4.4907095190137625, 4.247645325027406, 4.089072680100799, 7.008561338298023, 8.127448786981404, 3.618426180910319, 4.426160497125238, 7.308613058645278, 4.499340989161283, 4.386974065564573, 6.19528344925493, 5.534087229054421, 4.091261208057404, 3.65582088008523, 5.554366881027818, 8.784100707154721, 4.688580050133169, 4.081944998819381, 9.98706582468003, 8.607909097336233]"
1,breast_cancer,random_forest,AMSCO,"[0.20207955413257314, 0.44727942627304706, 0.44727942627304706, 0.44727942627304706, 0.44727942627304706, 0.44727942627304706, 0.44727942627304706, 0.5472211280154269, 0.5472211280154269, 0.5472211280154269, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545, 0.6023444853619545]","[0.9649297916506289, 0.9678571962978527, 0.9678571962978527, 0.9678571962978527, 0.9678571962978527, 0.9689699110866993, 0.9689699110866993, 0.9705576492986057, 0.9705576492986057, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276, 0.9719306884524276]","[0.9912114807709305, 0.9912114807709305, 0.9912114807709305, 0.9912114807709305, 0.9912114807709305, 0.9912114807709305, 0.9913497132666802, 0.9921348721094873, 0.9921348721094873, 0.9921348721094873, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143, 0.9929902845150143]","[0.9649297916506289, 0.9678571962978527, 0.9674501805157801, 0.9645112302828673, 0.9675620475084441, 0.9689699110866993, 0.9623971049607057, 0.9705576492986057, 0.9690562417290091, 0.9719306884524276, 0.9678697502427613, 0.9681432346713406, 0.9662524180086827, 0.9679117539069109, 0.9649297916506289, 0.9662745898138729, 0.9617381860847732, 0.9704932370149761, 0.9658134885812117, 0.9664103463373144, 0.9664103463373144]","[0.9912114807709305, 0.991144390026637, 0.9888562642001884, 0.9901692887731212, 0.9905077969973156, 0.9901090869073181, 0.9913497132666802, 0.9921348721094873, 0.9920038534393267, 0.9895815677874309, 0.9929902845150143, 0.989493951218075, 0.9921941424602743, 0.9920022936932534, 0.9922602800264118, 0.9892793019963015, 0.990497160395621, 0.9923988158061201, 0.9913484784677055, 0.9927294819736681, 0.9926633444075303]","[11.882096687331796, 16.281465709209442, 27.61903349822387, 39.713756604120135, 46.86443463806063, 59.241738428827375, 64.10315407952294, 71.59741730848327, 79.72715661115944, 91.7965109590441, 96.39414059603587, 103.13752854103222, 106.75594108598307, 115.12509109685197, 118.72227237606421, 127.44517838861793, 135.981936652679, 143.65705327456817, 147.5556511017494, 151.7836663997732, 156.15121957473457]","[11.882096687331796, 4.3993690218776464, 11.337567789014429, 12.094723105896264, 7.150678033940494, 12.377303790766746, 4.861415650695562, 7.494263228960335, 8.129739302676171, 12.069354347884655, 4.597629636991769, 6.743387944996357, 3.618412544950843, 8.369150010868907, 3.5971812792122364, 8.722906012553722, 8.536758264061064, 7.675116621889174, 3.89859782718122, 4.22801529802382, 4.367553174961358]"
1,breast_cancer,logistic_regression,Optuna (TPE),"[0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7154762014675377, 0.7348846541793901, 0.7348846541793901, 0.7463741394955479, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7548671515666503, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7629052513830198, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222, 0.7779272401474222]","[0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9789532634852833, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.9804122300506328, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.980433933727127, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708]","[0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9961007647954911, 0.9961007647954911, 0.9961007647954911, 0.9961007647954911, 0.9961007647954911, 0.9961007647954911, 0.9961007647954911, 0.9961007647954914, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715]","[0.9789532634852833, 0.9691501760650697, 0.9761806527615173, 0.9776942076997297, 0.9704739981260382, 0.9704739981260382, 0.9619309733955876, 0.9748625342603002, 0.9776942076997297, 0.9761806527615173, 0.9789532634852833, 0.9789532634852833, 0.9804122300506328, 0.9804122300506328, 0.9777477968867402, 0.9802163046249444, 0.9777477968867402, 0.9802949710056785, 0.978932628050662, 0.9606516903807162, 0.9790357287200415, 0.9788152112209163, 0.9802741777862659, 0.978932628050662, 0.9704739981260382, 0.9802163046249444, 0.978932628050662, 0.980433933727127, 0.9747422350210317, 0.978932628050662, 0.9802741777862659, 0.978932628050662, 0.9719107797352334, 0.9802949710056785, 0.9804122300506328, 0.9802741777862659, 0.9661769571835087, 0.9719107797352334, 0.9748625342603002, 0.978932628050662, 0.9664100369747606, 0.978932628050662, 0.9816343310429708, 0.9816343310429708, 0.9748386902899009, 0.9802741777862659, 0.9802949710056785, 0.9802163046249444, 0.9816343310429708, 0.980433933727127, 0.9789532634852833, 0.9804122300506328, 0.9802741777862659, 0.9802949710056785, 0.9788152112209163, 0.9748084340912623, 0.9802163046249444, 0.9789322711606021, 0.9748386902899009, 0.9802741777862659, 0.980433933727127, 0.978932628050662, 0.9789532634852833]","[0.9960358836914682, 0.9880769110788764, 0.9922880088454933, 0.9950522904871087, 0.9926714247587158, 0.9926714247587158, 0.9902958881627404, 0.9898556714966803, 0.9950516622560514, 0.9929468715826397, 0.9960358836914682, 0.9960358836914682, 0.9960358836914682, 0.9959036085591931, 0.9951764419419187, 0.995903911843152, 0.9954397357443542, 0.9957080120689685, 0.9957030295467897, 0.9884478490235123, 0.9951184280532462, 0.9960358836914682, 0.9961007647954911, 0.9958349797319663, 0.9926043556775623, 0.9959694211782321, 0.9957024013157325, 0.995250074954464, 0.9932741149740822, 0.9961007647954914, 0.9961662741305715, 0.9961007647954914, 0.9945179041518708, 0.9953804653935674, 0.9959697461253307, 0.9961013930265485, 0.9923423183372414, 0.9945179041518708, 0.9903139335582833, 0.9958349797319663, 0.9871585239256383, 0.9960336957143378, 0.9960339989982965, 0.996100136564434, 0.994063996381389, 0.9961662741305715, 0.9953804653935674, 0.9958384025080715, 0.9961662741305715, 0.9953155842895443, 0.9960358836914682, 0.9959036085591931, 0.9961662741305715, 0.9956425027338882, 0.9960358836914682, 0.9947156886192261, 0.9960349305133125, 0.9959691178942733, 0.994589955755203, 0.9961013930265485, 0.995250074954464, 0.9957679106508127, 0.9960358836914682]","[0.24358279583975673, 0.49891625391319394, 0.7481804806739092, 0.9945619916543365, 1.2372348112985492, 1.4812679635360837, 1.7230680854991078, 1.9783631823956966, 2.2300169123336673, 2.486733680125326, 2.7298144958913326, 2.974202845711261, 3.219267420936376, 3.4625631039962173, 3.7069393759593368, 3.952843566890806, 4.20084727788344, 4.44950365787372, 4.69125645281747, 4.9313873536884785, 5.17661642935127, 5.418181694112718, 5.660246707033366, 5.899015516974032, 6.140784983988851, 6.387302570044994, 6.628684822004288, 6.8725588992238045, 7.1209645993076265, 7.362957899458706, 7.61125669348985, 7.8590892483480275, 8.101012528408319, 8.346164100337774, 8.589155808556825, 8.83397332765162, 9.07925989292562, 9.321909776888788, 9.571622436866164, 9.812090743798763, 10.070959870703518, 10.31417938042432, 10.557730881497264, 10.803662409540266, 11.05325564276427, 11.297378476709127, 11.542846125550568, 11.791252963710576, 12.040654563810676, 12.288747399114072, 12.533141730353236, 12.778283585328609, 13.024806218687445, 13.270423048641533, 13.515125864651054, 13.762745396699756, 14.013659477699548, 14.257115043699741, 14.507527826819569, 14.754880871158093, 15.01208141585812, 15.259539215825498, 15.50462592067197]","[0.24358279583975673, 0.2553334580734372, 0.24926422676071525, 0.24638151098042727, 0.24267281964421272, 0.24403315223753452, 0.24180012196302414, 0.2552950968965888, 0.25165372993797064, 0.25671676779165864, 0.2430808157660067, 0.2443883498199284, 0.24506457522511482, 0.2432956830598414, 0.2443762719631195, 0.2459041909314692, 0.2480037109926343, 0.24865637999027967, 0.2417527949437499, 0.24013090087100863, 0.24522907566279173, 0.2415652647614479, 0.24206501292064786, 0.23876880994066596, 0.24176946701481938, 0.24651758605614305, 0.24138225195929408, 0.24387407721951604, 0.248405700083822, 0.2419933001510799, 0.2482987940311432, 0.2478325548581779, 0.2419232800602913, 0.2451515719294548, 0.24299170821905136, 0.244817519094795, 0.24528656527400017, 0.24264988396316767, 0.24971265997737646, 0.24046830693259835, 0.25886912690475583, 0.2432195097208023, 0.2435515010729432, 0.2459315280430019, 0.2495932332240045, 0.24412283394485712, 0.24546764884144068, 0.2484068381600082, 0.24940160010010004, 0.248092835303396, 0.24439433123916388, 0.24514185497537255, 0.24652263335883617, 0.24561682995408773, 0.24470281600952148, 0.24761953204870224, 0.2509140809997916, 0.24345556600019336, 0.2504127831198275, 0.24735304433852434, 0.2572005447000265, 0.24745779996737838, 0.24508670484647155]"
1,breast_cancer,logistic_regression,AMSCO,"[0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7146405578817095, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306, 0.7395428304593306]","[0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9802741777862659, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708, 0.9816343310429708]","[0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715, 0.9961662741305715]","[0.9802741777862659, 0.973444234250451, 0.9748027398942428, 0.9761806527615173, 0.9704739981260382, 0.9748027398942428, 0.9789322711606021, 0.9762883929812931, 0.9790357287200415, 0.9620896890018134, 0.9816343310429708, 0.9606516903807162, 0.980433933727127, 0.9562735865868601, 0.9748027398942428, 0.9748625342603002, 0.9719107797352334, 0.973444234250451]","[0.9961662741305715, 0.9904449522284438, 0.991694655443427, 0.9923519584345002, 0.9931992471625619, 0.9916952836744845, 0.9959691178942733, 0.9951109326068384, 0.9951184280532462, 0.9894358181821332, 0.996100136564434, 0.9887772803920856, 0.9953155842895443, 0.9877209856901963, 0.991694655443427, 0.9898556714966803, 0.994518532382928, 0.9905765991296617]","[0.24280816270038486, 0.4923266670666635, 0.7401801920495927, 0.9856797740794718, 1.2242641393095255, 1.4744921461679041, 1.7160800988785923, 1.9559000912122428, 2.201842733193189, 2.4398904419504106, 2.6842500986531377, 2.9246934056282043, 3.1765486584044993, 3.4154725447297096, 3.6637837439775467, 3.9122093208134174, 4.154454169794917, 4.405356625560671]","[0.24280816270038486, 0.24951850436627865, 0.24785352498292923, 0.2454995820298791, 0.23858436523005366, 0.25022800685837865, 0.24158795271068811, 0.2398199923336506, 0.24594264198094606, 0.2380477087572217, 0.24435965670272708, 0.24044330697506666, 0.25185525277629495, 0.23892388632521033, 0.24831119924783707, 0.24842557683587074, 0.24224484898149967, 0.250902455765754]"
