seed,dataset,model,score,accuracy,f1,roc_auc,exec_time
2,adult,random_forest,0.7197362418581064,0.8120953892655554,0.6865511272755549,0.9137906417994406,265.7404123340002
2,adult,logistic_regression,0.7614523352106343,0.8064138763028643,0.6761758216528799,0.9052599544095855,29.621149071999753
